"number","round.trip","total.return","EAR","win.trade","win.rate","max.drawdown","drawdown.rate"
60,50,2.58470204243864,1.26795144071737,41,0.82,4.032680570164,0.122388164787082
61,38,0.851134738909705,0.960504887575783,25,0.657894736842105,10.6921055438429,0.405469669232117
62,38,1.36057510138806,1.08001709504689,27,0.710526315789474,9.5281611740689,0.227756198145092
63,40,1.28811722566841,1.06534150455515,29,0.725,12.5090962803435,0.347647268072443
64,40,1.34952924442346,1.07781835447974,30,0.75,5.6223085352998,0.150137789190143
65,37,1.72100553390139,1.14536937494155,28,0.756756756756757,5.8317489915189,0.147751726958544
66,50,1.94652398802456,1.18117688653773,37,0.74,6.0650930055697,0.248664684130829
67,38,1.00761688706189,1.00189880671572,24,0.631578947368421,6.6925151582155,0.262299577730576
68,46,2.28916653280964,1.23004031831042,36,0.782608695652174,6.91045500121221,0.124991142561875
69,33,0.99316647377861,0.998287223059842,19,0.575757575757576,6.7354456739701,0.306973017468107
70,38,1.01755309989139,1.00435968178098,25,0.657894736842105,5.8418394617376,0.225542520384136
71,39,2.29793688475043,1.23121677508609,31,0.794871794871795,11.27389559195,0.124027629602056
72,39,1.94112984940503,1.18035772585301,30,0.769230769230769,6.6215963367424,0.193798317748027
73,39,1.54984267915351,1.11576286755889,28,0.717948717948718,7.1131676230108,0.204888898097381
74,47,1.77233451962667,1.15381564673918,39,0.829787234042553,5.6319056773863,0.150559196768454
75,42,1.70745377572495,1.14310793330735,34,0.80952380952381,10.2121924244318,0.195799219360826
76,45,1.62523395953368,1.12909106876924,35,0.777777777777778,5.0169316587852,0.180197867282908
77,41,1.5415642826864,1.11426992783814,30,0.731707317073171,7.1358809131109,0.209878238908124
78,38,1.31064661580675,1.0699695111562,26,0.684210526315789,5.5038845319924,0.155861097699365
79,40,1.19925616671599,1.0464729095829,27,0.675,6.7704694994236,0.292851891264717
80,40,1.49928288555064,1.10654962638135,26,0.65,5.7665211289595,0.251982221692549
81,38,1.67910677367327,1.1383336612491,30,0.789473684210526,4.7346592586636,0.11732766075851
82,33,1.02978622890389,1.00736479667706,20,0.606060606060606,5.7684707574113,0.205759260816385
83,46,2.781678602886,1.29144744517288,40,0.869565217391304,10.6955666181536,0.104557820871432
84,39,1.38501693188957,1.08483520556928,29,0.743589743589744,4.9012365938183,0.203148041697275
85,39,1.86244109706148,1.16820923890288,30,0.769230769230769,5.6820070955521,0.168934858931366
86,36,1.56214578878252,1.11797062013378,27,0.75,6.253601539294,0.12124087390434
87,44,1.56695660054592,1.1188303584125,31,0.704545454545455,4.9311362555487,0.24355773596808
88,37,1.38260814425373,1.0843632179052,31,0.837837837837838,13.7506113071552,0.241269373722272
89,36,1.73112785063933,1.14704983258007,26,0.722222222222222,5.6103536806424,0.221748119755859
90,32,1.21039948285084,1.04889540380775,26,0.8125,20.0556775680544,0.365481593168855
91,35,1.12677700675096,1.03029002240212,23,0.657142857142857,6.0113415108372,0.194366517291644
92,42,1.67072826094499,1.13691096407715,34,0.80952380952381,5.1916021758022,0.143941070851618
93,36,1.27886733235937,1.06342379416893,25,0.694444444444444,7.3078330503835,0.157978261722053
94,46,1.83363425528605,1.1636655529011,37,0.804347826086957,6.3123564646729,0.137869419663071
95,40,1.66620114798245,1.1361400184543,33,0.825,8.5623031100973,0.215085154983826
96,44,1.94384787796091,1.18077070218927,38,0.863636363636364,6.15622473957509,0.143515477060601
97,37,1.21203081059308,1.04924864008872,25,0.675675675675676,9.2888197625284,0.315357207108345
98,34,1.00572293191064,1.00142767269269,24,0.705882352941177,8.653601814784,0.246339427856472
99,38,1.75230990879948,1.15054266808528,29,0.763157894736842,6.1892398660335,0.103907474855502
100,40,1.60991859840167,1.12642162484397,30,0.75,11.4665230916415,0.274901874832227
"average",38.91,1.52831498195151,1.1040776970179,28.7,0.733708556769657,7.95250497508313,0.202045867125589
